"geneNames"	"SNP_NUM"	"nsSNP"
"YIL098C"	1374	"330"
"YIL097W"	5665	"1021"
"YIL096C"	4381	"1234"
"YIL095W"	6284	"2977"
"YIL094C"	1239	"71"
"YIL093C"	1107	"117"
"YIL092W"	20785	"11496"
"YIL091C"	11126	"2634"
"YIL090W"	6579	"2099"
"YIL089W"	6315	"2802"
"YIL088C"	6440	"1665"
"YIL087C"	234	"108"
"YIL086C"	5009	"4450"
"YIL085C"	8414	"2326"
"YIL084C"	5167	"860"
"YIL083C"	2692	"126"
"YIL079C"	4660	"1908"
"YIL078W"	7812	"1962"
"YIL077C"	2259	"986"
"YIL076W"	2773	"243"
"YIL075C"	7030	"1609"
"YIL074C"	1599	"1074"
"YIL073C"	10405	"4367"
"YIL072W"	5285	"2770"
"YIL071C"	2466	"462"
"YIL070C"	1346	"421"
"YIL069C"	881	"9"
"YIL068C"	3537	"314"
"YIL067C"	2401	"965"
"YIL066C"	5033	"1056"
"YIL065C"	155	"25"
"YIL064W"	3428	"2488"
"YIL063C"	5396	"2558"
"YIL062C"	583	"240"
"YIL061C"	4281	"1841"
"YIL060W"	2932	"995"
"YIL057C"	958	"504"
"YIL056W"	13114	"2990"
"YIL055C"	6735	"3630"
"YIL054W"	1341	"1275"
"YIL053W"	1621	"125"
"YIL052C"	10987	"5"
"YIL051C"	1439	"76"
"YIL050W"	3708	"1083"
"YIL049W"	8798	"3583"
"YIL048W"	11138	"334"
"YIL047C"	9778	"1800"
"YIL046W-A"	1768	"1400"
"YIL046W"	9020	"1677"
"YIL045W"	7613	"2631"
"YIL044C"	6600	"3041"
"YIL043C"	3986	"2567"
"YIL042C"	7402	"1762"
"YIL041W"	3454	"149"
"YIL040W"	2202	"847"
"YIL039W"	8668	"1254"
"YIL038C"	10275	"2786"
"YIL037C"	12016	"6521"
"YIL036W"	10858	"5167"
"YIL035C"	2384	"94"
"YIL034C"	1174	"343"
"YIL033C"	1619	"177"
"YIL031W"	4595	"1395"
"YIL030C"	6814	"2370"
"YIL029C"	254	"238"
"YIL027C"	484	"271"
"YIL026C"	8688	"2009"
"YIL024C"	1971	"607"
"YIL023C"	5429	"2020"
"YIL022W"	3626	"221"
"YIL021W"	458	"38"
"YIL020C"	1049	"412"
"YIL019W"	3672	"838"
"YIL018W"	1798	"10"
"YIL017C"	7190	"3112"
"YIL016W"	510	"360"
"YIL015W"	4667	"836"
"YIL014C-A"	687	"637"
"YIL014W"	7281	"1946"
"YIL013C"	8157	"857"
"YIL012W"	1916	"1859"
"YIL011W"	3354	"1413"
"YIL010W"	6110	"3633"
"YIL009C-A"	3969	"2389"
"YIL009W"	10060	"2573"
"YIL008W"	132	"12"
"YIL007C"	1490	"927"
"YIL006W"	3572	"872"
"YIL005W"	5959	"3830"
"YIL004C"	782	"42"
"YIL003W"	1774	"705"
"YIL002W-A"	423	"412"
"YIL002C"	3726	"1226"
"YIL001W"	2614	"1510"
"YIR001C"	898	"503"
"YIR002C"	6105	"3062"
"YIR003W"	7030	"4629"
"YIR004W"	2628	"718"
"YIR005W"	241	"21"
"YIR006C"	8028	"3642"
"YIR007W"	8345	"2062"
"YIR008C"	2627	"1225"
"YIR009W"	742	"384"
"YIR010W"	3701	"1436"
"YIR011C"	1552	"658"
"YIR012W"	3147	"1205"
"YIR013C"	926	"290"
"YIR014W"	2733	"1509"
"YIR015W"	1318	"164"
"YIR016W"	4826	"2262"
"YIR017C"	992	"693"
"YIR018W"	1598	"758"
"YIR018C-A"	1191	"1181"
"YIR019C"	21162	"9906"
"YIR020C"	3199	"2995"
"YIR021W"	9327	"4339"
"YIR021W-A"	1420	"1198"
"YIR022W"	1741	"25"
"YIR023W"	12443	"3076"
"YIR024C"	3454	"1455"
"YIR025W"	8485	"1385"
"YIR026C"	5202	"1191"
"YIR027C"	6362	"2355"
"YIR028W"	11763	"1142"
"YIR029W"	3863	"269"
"YIR030C"	10184	"2563"
"YIR031C"	3885	"1089"
"YIR032C"	4179	"1592"
"YIR033W"	16316	"4811"
"YIR034C"	7706	"450"
"YIR035C"	3310	"890"
"YIR036C"	3199	"1067"
"YIR037W"	1584	"31"
"YIR038C"	3811	"419"
"YIR039C"	8849	"2254"
"YIR041W"	524	"1"
"YIR042C"	2037	"1063"
"YJL225C"	0	"NA"
"YJL223C"	0	"NA"
"YJL222W"	0	"NA"
"YJL221C"	0	"NA"
"YJL219W"	298	"245"
"YJL218W"	2509	"936"
"YJL217W"	2179	"775"
"YJL216C"	5444	"2565"
"YJL214W"	17037	"5274"
"YJL213W"	3184	"2004"
"YJL212C"	19762	"2395"
"YJL210W"	2356	"1368"
"YJL209W"	10157	"5162"
"YJL208C"	3008	"1144"
"YJL207C"	20954	"3603"
"YJL206C"	10928	"4610"
"YJL205C"	1086	"871"
"YJL204C"	9816	"3939"
"YJL203W"	6629	"2799"
"YJL201W"	7330	"1685"
"YJL200C"	10917	"3039"
"YJL199C"	2587	"726"
"YJL198W"	17096	"3565"
"YJL197W"	12407	"4790"
"YJL196C"	2416	"1199"
"YJL194W"	6945	"892"
"YJL193W"	4631	"1158"
"YJL192C"	2933	"1266"
"YJL191W"	4035	"12"
"YJL190C"	990	"7"
"YJL189W"	3084	"0"
"YJL187C"	10833	"2594"
"YJL186W"	14856	"5314"
"YJL185C"	4754	"1340"
"YJL184W"	2997	"113"
"YJL183W"	5105	"909"
"YJL181W"	13320	"7609"
"YJL180C"	4493	"893"
"YJL179W"	2307	"48"
"YJL178C"	6202	"2341"
"YJL177W"	2711	"39"
"YJL176C"	15352	"5902"
"YJL174W"	2904	"259"
"YJL173C"	4201	"1313"
"YJL172W"	5037	"1454"
"YJL171C"	5202	"72"
"YJL170C"	3759	"2177"
"YJL168C"	6055	"1901"
"YJL167W"	5739	"151"
"YJL166W"	55	"5"
"YJL165C"	20495	"3533"
"YJL164C"	6018	"2146"
"YJL163C"	9131	"1440"
"YJL162C"	9171	"3728"
"YJL161W"	1904	"180"
"YJL160C"	7022	"2004"
"YJL159W"	6139	"1223"
"YJL158C"	368	"129"
"YJL157C"	18991	"5913"
"YJL156C"	12305	"4932"
"YJL155C"	6229	"1616"
"YJL154C"	11867	"4275"
"YJL153C"	4210	"775"
"YJL151C"	3382	"2658"
"YJL149W"	9543	"1614"
"YJL148W"	3617	"1076"
"YJL147C"	6956	"1835"
"YJL146W"	4117	"1028"
"YJL145W"	2768	"683"
"YJL144W"	3114	"656"
"YJL143W"	640	"39"
"YJL141C"	14140	"5401"
"YJL140W"	2447	"87"
"YJL139C"	4617	"302"
"YJL138C"	87	"7"
"YJL137C"	3616	"1889"
"YJL136W-A"	156	"150"
"YJL136C"	1416	"11"
"YJL134W"	2844	"619"
"YJL133C-A"	2034	"373"
"YJL133W"	2482	"116"
"YJL132W"	20558	"11643"
"YJL131C"	3068	"1415"
"YJL130C"	20342	"3828"
"YJL129C"	9692	"4833"
"YJL128C"	2538	"682"
"YJL127C-B"	154	"14"
"YJL127C"	5556	"3557"
"YJL126W"	3610	"2622"
"YJL125C"	5428	"2809"
"YJL124C"	356	"262"
"YJL123C"	5687	"1939"
"YJL122W"	1313	"1168"
"YJL121C"	1114	"115"
"YJL118W"	1801	"1034"
"YJL117W"	3045	"265"
"YJL116C"	3068	"155"
"YJL115W"	4738	"173"
"YJL112W"	8141	"2956"
"YJL111W"	3422	"1050"
"YJL110C"	9260	"5557"
"YJL109C"	17929	"7389"
"YJL108C"	4543	"79"
"YJL107C"	6116	"2587"
"YJL106W"	4053	"2271"
"YJL105W"	5721	"3244"
"YJL104W"	175	"81"
"YJL103C"	6293	"2751"
"YJL102W"	6888	"1936"
"YJL101C"	4806	"946"
"YJL100W"	7304	"2636"
"YJL099W"	7242	"1995"
"YJL098W"	9800	"5259"
"YJL097W"	847	"73"
"YJL096W"	1023	"311"
"YJL095W"	17320	"9754"
"YJL094C"	11076	"2713"
"YJL093C"	2502	"898"
"YJL092W"	11766	"3759"
"YJL091C"	5102	"1861"
"YJL090C"	6549	"2030"
"YJL089W"	6019	"2267"
"YJL088W"	1066	"449"
"YJL087C"	4743	"2198"
"YJL085W"	3093	"272"
"YJL084C"	8462	"4105"
"YJL083W"	3754	"1902"
"YJL082W"	4372	"217"
"YJL081C"	3398	"256"
"YJL080C"	9276	"4450"
"YJL079C"	3924	"1321"
"YJL078C"	15726	"8567"
"YJL077W-B"	754	"751"
"YJL077C"	2316	"1632"
"YJL077W-A"	0	"NA"
"YJL076W"	15252	"9484"
"YJL074C"	11781	"4134"
"YJL073W"	6520	"4002"
"YJL072C"	533	"50"
"YJL071W"	5570	"1766"
"YJL070C"	4926	"1395"
"YJL069C"	5168	"2253"
"YJL068C"	4065	"1209"
"YJL066C"	1401	"601"
"YJL065C"	1526	"177"
"YJL063C"	1045	"750"
"YJL062W-A"	43	"17"
"YJL062W"	5435	"1705"
"YJL061W"	7205	"3047"
"YJL060W"	6047	"754"
"YJL059W"	6995	"3775"
"YJL058C"	7877	"2772"
"YJL057C"	10028	"4503"
"YJL056C"	16496	"8158"
"YJL055W"	929	"628"
"YJL054W"	3779	"1170"
"YJL053W"	4869	"755"
"YJL052C-A"	365	"144"
"YJL052W"	2693	"980"
"YJL051W"	11318	"5708"
"YJL050W"	11899	"4200"
"YJL049W"	4616	"1922"
"YJL048C"	5420	"381"
"YJL047C-A"	59	"37"
"YJL047C"	8434	"1450"
"YJL046W"	4510	"1605"
"YJL045W"	5997	"572"
"YJL044C"	8801	"3293"
"YJL043W"	4620	"1574"
"YJL042W"	22492	"8267"
"YJL041W"	12248	"5782"
"YJL039C"	12540	"3002"
"YJL038C"	3233	"2167"
"YJL037W"	924	"212"
"YJL036W"	4535	"1058"
"YJL035C"	6569	"3191"
"YJL034W"	3774	"322"
"YJL033W"	9400	"3158"
"YJL031C"	2392	"413"
"YJL030W"	2537	"24"
"YJL029C"	11035	"2506"
"YJL028W"	331	"218"
"YJL027C"	302	"210"
"YJL026W"	4814	"1133"
"YJL025W"	3760	"1026"
"YJL024C"	1429	"12"
"YJL023C"	3795	"2423"
"YJL020C"	10582	"3763"
"YJL019W"	5688	"1702"
"YJL016W"	5686	"725"
"YJL014W"	3026	"127"
"YJL013C"	14797	"7280"
"YJL012C"	3005	"223"
"YJL011C"	332	"278"
"YJL010C"	5058	"592"
"YJL008C"	2021	"430"
"YJL007C"	1205	"1082"
"YJL006C"	1827	"652"
"YJL005W"	14949	"6009"
"YJL004C"	1448	"609"
"YJL003W"	176	"14"
"YJL002C"	3635	"1830"
"YJL001W"	2265	"57"
"YJR001W"	2788	"272"
"YJR002W"	3497	"2543"
"YJR003C"	2450	"1264"
"YJR004C"	4284	"2330"
"YJR005W"	4748	"2383"
"YJR005C-A"	266	"136"
"YJR006W"	6306	"2848"
"YJR007W"	2873	"24"
"YJR008W"	4823	"2145"
"YJR009C"	253	"6"
"YJR010W"	3468	"61"
"YJR010C-A"	552	"50"
"YJR011C"	2086	"960"
"YJR012C"	1551	"254"
"YJR013W"	4379	"1746"
"YJR014W"	392	"37"
"YJR015W"	7839	"3620"
"YJR016C"	3292	"675"
"YJR017C"	1317	"1190"
"YJR019C"	2383	"171"
"YJR021C"	6044	"2871"
"YJR022W"	259	"82"
"YJR024C"	3506	"2149"
"YJR025C"	2072	"1040"
"YJR030C"	10404	"6429"
"YJR031C"	14769	"4126"
"YJR032W"	2679	"1724"
"YJR033C"	10830	"5541"
"YJR034W"	35	"3"
"YJR035W"	13866	"4120"
"YJR036C"	14452	"3056"
"YJR039W"	16967	"10336"
"YJR040W"	7911	"3734"
"YJR041C"	14032	"7042"
"YJR042W"	10174	"3054"
"YJR043C"	8190	"4877"
"YJR044C"	620	"32"
"YJR045C"	3942	"555"
"YJR046W"	7676	"2166"
"YJR047C"	111	"0"
"YJR048W"	61	"22"
"YJR049C"	2611	"1468"
"YJR050W"	2582	"1362"
"YJR051W"	1937	"338"
"YJR052W"	3171	"719"
"YJR053W"	6054	"1336"
"YJR054W"	5208	"1358"
"YJR055W"	3005	"1518"
"YJR056C"	3068	"119"
"YJR057W"	4223	"741"
"YJR058C"	1853	"146"
"YJR059W"	17099	"4543"
"YJR060W"	2750	"1876"
"YJR061W"	9614	"5152"
"YJR062C"	5922	"2851"
"YJR063W"	523	"13"
"YJR064W"	3670	"125"
"YJR065C"	4894	"1073"
"YJR066W"	20241	"5417"
"YJR067C"	1860	"773"
"YJR068W"	1493	"1050"
"YJR069C"	1108	"90"
"YJR070C"	1665	"37"
"YJR072C"	5518	"1165"
"YJR073C"	2208	"102"
"YJR074W"	3881	"1351"
"YJR075W"	7041	"348"
"YJR076C"	5069	"341"
"YJR077C"	2261	"350"
"YJR078W"	6771	"2836"
"YJR079W"	6103	"728"
"YJR080C"	1816	"113"
"YJR082C"	1403	"668"
"YJR083C"	4498	"2424"
"YJR084W"	8673	"1933"
"YJR085C"	169	"83"
"YJR086W"	933	"52"
"YJR088C"	5974	"2746"
"YJR089W"	13670	"6711"
"YJR090C"	14501	"5345"
"YJR091C"	12615	"2743"
"YJR092W"	16709	"8759"
"YJR093C"	4512	"2657"
"YJR094C"	6502	"2729"
"YJR094W-A"	2793	"0"
"YJR095W"	2203	"78"
"YJR096W"	1653	"626"
"YJR097W"	791	"379"
"YJR098C"	5242	"2216"
"YJR099W"	2217	"1064"
"YJR100C"	1017	"337"
"YJR101W"	1689	"563"
"YJR102C"	908	"293"
"YJR103W"	5736	"1091"
"YJR104C"	2932	"6"
"YJR105W"	3123	"449"
"YJR106W"	11158	"2949"
"YJR107W"	6533	"2983"
"YJR108W"	3170	"1602"
"YJR109C"	8479	"241"
"YJR110W"	4249	"1314"
"YJR111C"	1533	"167"
"YJR112W"	1450	"519"
"YJR112W-A"	940	"509"
"YJR113C"	1640	"74"
"YJR115W"	1078	"988"
"YJR116W"	1914	"483"
"YJR117W"	2771	"1368"
"YJR118C"	1617	"907"
"YJR119C"	11551	"6029"
"YJR120W"	1971	"1907"
"YJR121W"	4628	"552"
"YJR122W"	5520	"2498"
"YJR123W"	1014	"3"
"YJR124C"	4199	"2173"
"YJR125C"	3460	"1036"
"YJR126C"	9186	"3425"
"YJR127C"	25999	"10442"
"YJR128W"	3329	"2309"
"YJR129C"	3353	"2134"
"YJR130C"	4982	"1867"
"YJR131W"	3768	"1011"
"YJR132W"	6764	"2106"
"YJR133W"	2006	"217"
"YJR134C"	6402	"1904"
"YJR135C"	1111	"560"
"YJR135W-A"	780	"15"
"YJR136C"	3626	"1869"
"YJR137C"	7539	"2024"
"YJR138W"	13982	"4384"
"YJR139C"	1144	"167"
"YJR140C"	11615	"4579"
"YJR141W"	2010	"1105"
"YJR142W"	3415	"1686"
"YJR143C"	6955	"3063"
"YJR144W"	2280	"459"
"YJR145C"	3121	"16"
"YJR146W"	1210	"315"
"YJR147W"	8446	"5730"
"YJR148W"	6003	"2191"
"YJR149W"	4662	"2755"
"YJR150C"	3188	"583"
"YJR151C"	8899	"6179"
"YJR151W-A"	403	"400"
"YJR152W"	4258	"597"
"YJR153W"	2840	"1373"
"YJR154W"	2828	"892"
"YJR155W"	2345	"349"
"YJR156C"	1	"1"
"YJR158W"	0	"NA"
"YJR159W"	0	"NA"
"YJR160C"	5	"5"
"YJR161C"	1	"1"
"YKL224C"	1	"0"
"YKL222C"	8185	"3059"
"YKL221W"	4420	"2638"
"YKL220C"	7689	"2149"
"YKL219W"	4575	"2815"
"YKL218C"	2677	"1624"
"YKL217W"	5066	"1470"
"YKL216W"	6730	"1036"
"YKL215C"	16927	"2197"
"YKL214C"	2522	"1407"
"YKL213C"	8047	"2934"
"YKL212W"	3756	"549"
"YKL211C"	9940	"309"
"YKL210W"	17332	"4428"
"YKL209C"	27095	"9487"
"YKL208W"	6303	"1399"
"YKL207W"	4134	"1171"
"YKL206C"	750	"224"
"YKL205W"	10896	"3450"
"YKL204W"	5736	"1418"
"YKL203C"	20946	"5125"
"YKL201C"	16085	"4267"
"YKL198C"	8398	"2994"
"YKL197C"	10891	"3983"
"YKL196C"	836	"17"
"YKL195W"	5330	"3182"
"YKL194C"	8125	"2407"
"YKL193C"	4754	"619"
"YKL192C"	913	"189"
"YKL191W"	10843	"2733"
"YKL190W"	2295	"5"
"YKL189W"	8244	"1073"
"YKL188C"	10220	"3422"
"YKL187C"	17599	"4941"
"YKL186C"	2109	"53"
"YKL185W"	5275	"1192"
"YKL184W"	13166	"2180"
"YKL183C-A"	2928	"885"
"YKL183W"	3778	"1492"
"YKL182W"	16189	"1799"
"YKL181W"	2642	"294"
"YKL180W"	3841	"79"
"YKL179C"	13746	"4858"
"YKL178C"	3846	"549"
"YKL176C"	8904	"1722"
"YKL175W"	5843	"2098"
"YKL174C"	6645	"380"
"YKL173W"	16791	"4369"
"YKL172W"	3442	"366"
"YKL171W"	11630	"3112"
"YKL170W"	1002	"52"
"YKL168C"	12737	"4437"
"YKL167C"	1499	"668"
"YKL166C"	2073	"684"
"YKL165C"	6413	"917"
"YKL164C"	4853	"1393"
"YKL163W"	2192	"160"
"YKL162C"	9695	"5075"
"YKL161C"	4826	"2866"
"YKL160W"	641	"21"
"YKL159C"	465	"184"
"YKL157W"	7714	"2569"
"YKL156W"	774	"7"
"YKL155C"	4766	"1394"
"YKL154W"	1416	"677"
"YKL152C"	1148	"5"
"YKL151C"	1937	"570"
"YKL150W"	3026	"913"
"YKL149C"	2806	"870"
"YKL148C"	3105	"436"
"YKL146W"	5967	"1471"
"YKL145W"	3025	"78"
"YKL144C"	1987	"56"
"YKL143W"	7073	"689"
"YKL142W"	810	"52"
"YKL141W"	7846	"1356"
"YKL140W"	3857	"1726"
"YKL139W"	2845	"324"
"YKL138C-A"	1249	"6"
"YKL138C"	614	"311"
"YKL137W"	1093	"515"
"YKL135C"	5387	"1927"
"YKL134C"	5894	"2519"
"YKL133C"	3555	"2199"
"YKL132C"	9399	"5241"
"YKL130C"	3701	"132"
"YKL129C"	13951	"4296"
"YKL128C"	2477	"496"
"YKL127W"	7256	"2318"
"YKL126W"	7398	"1315"
"YKL125W"	10570	"2172"
"YKL124W"	7662	"1314"
"YKL122C"	2714	"729"
"YKL121W"	12181	"3562"
"YKL120W"	3544	"26"
"YKL119C"	5664	"3835"
"YKL117W"	4789	"1483"
"YKL116C"	8006	"3409"
"YKL114C"	2201	"967"
"YKL113C"	5549	"111"
"YKL112W"	12923	"3271"
"YKL110C"	1598	"1210"
"YKL109W"	9288	"2625"
"YKL108W"	8575	"3376"
"YKL107W"	7298	"1772"
"YKL106C-A"	792	"692"
"YKL106W"	4150	"1244"
"YKL105C"	19785	"11906"
"YKL104C"	6229	"139"
"YKL103C"	5547	"2398"
"YKL102C"	2720	"2592"
"YKL101W"	27331	"6567"
"YKL100C"	8715	"2585"
"YKL099C"	305	"143"
"YKL098W"	1998	"818"
"YKL097C"	2620	"2536"
"YKL096C-B"	220	"189"
"YKL096W-A"	2068	"512"
"YKL096W"	3157	"877"
"YKL095W"	3830	"404"
"YKL094W"	4845	"1837"
"YKL093W"	6260	"2653"
"YKL092C"	17725	"4325"
"YKL091C"	4222	"1120"
"YKL090W"	6966	"3632"
"YKL089W"	11283	"2143"
"YKL088W"	5368	"1609"
"YKL087C"	1987	"1139"
"YKL086W"	801	"59"
"YKL085W"	1903	"254"
"YKL084W"	793	"466"
"YKL082C"	1937	"442"
"YKL081W"	4454	"1482"
"YKL080W"	2023	"81"
"YKL079W"	5227	"2471"
"YKL078W"	4727	"1696"
"YKL077W"	2868	"890"
"YKL075C"	1735	"433"
"YKL074C"	3396	"1546"
"YKL073W"	6332	"2450"
"YKL072W"	4915	"1580"
"YKL071W"	2040	"1831"
"YKL070W"	3123	"2927"
"YKL069W"	1749	"810"
"YKL068W-A"	1096	"1005"
"YKL068W"	37836	"18966"
"YKL067W"	4926	"2910"
"YKL065W-A"	1409	"60"
"YKL065C"	4448	"454"
"YKL064W"	4442	"677"
"YKL063C"	738	"93"
"YKL062W"	4663	"2693"
"YKL061W"	274	"134"
"YKL060C"	2118	"1546"
"YKL059C"	3691	"215"
"YKL058W"	103	"9"
"YKL057C"	7584	"2848"
"YKL056C"	839	"479"
"YKL055C"	4702	"2564"
"YKL054C"	6168	"3281"
"YKL053C-A"	409	"81"
"YKL052C"	3565	"2197"
"YKL051W"	3860	"1993"
"YKL050C"	9290	"5831"
"YKL049C"	219	"91"
"YKL048C"	2928	"1388"
"YKL047W"	4774	"2100"
"YKL046C"	6413	"276"
"YKL045W"	8373	"845"
"YKL044W"	1617	"1536"
"YKL043W"	2754	"876"
"YKL042W"	2810	"1371"
"YKL041W"	1252	"695"
"YKL040C"	3433	"1241"
"YKL039W"	3380	"677"
"YKL038W"	17212	"3191"
"YKL037W"	1064	"973"
"YKL035W"	2154	"168"
"YKL034W"	9634	"2137"
"YKL033W-A"	1122	"304"
"YKL033W"	14480	"6343"
"YKL032C"	6483	"1944"
"YKL029C"	14129	"2366"
"YKL028W"	9405	"2928"
"YKL027W"	4496	"1739"
"YKL026C"	1206	"509"
"YKL025C"	10265	"3100"
"YKL024C"	3760	"1918"
"YKL023C-A"	1149	"302"
"YKL023W"	2501	"761"
"YKL022C"	14158	"3192"
"YKL021C"	8568	"2705"
"YKL020C"	15705	"4604"
"YKL019W"	2449	"382"
"YKL018C-A"	899	"723"
"YKL018W"	5701	"912"
"YKL017C"	12195	"1123"
"YKL016C"	1653	"1113"
"YKL015W"	19797	"6507"
"YKL014C"	25832	"11362"
"YKL013C"	1051	"29"
"YKL012W"	5087	"2741"
"YKL011C"	2761	"196"
"YKL010C"	13154	"5594"
"YKL009W"	715	"90"
"YKL008C"	3720	"116"
"YKL007W"	2508	"244"
"YKL006C-A"	1525	"8"
"YKL006W"	1731	"19"
"YKL005C"	6610	"4965"
"YKL004W"	1105	"159"
"YKL003C"	547	"213"
"YKL002W"	1418	"1113"
"YKL001C"	676	"21"
"YKR001C"	1993	"818"
"YKR002W"	2568	"449"
"YKR003W"	2295	"1207"
"YKR004C"	4793	"736"
"YKR005C"	4188	"2660"
"YKR006C"	1839	"777"
"YKR007W"	410	"176"
"YKR008W"	3205	"1959"
"YKR009C"	4717	"1842"
"YKR010C"	6628	"4279"
"YKR011C"	1305	"358"
"YKR013W"	1745	"457"
"YKR014C"	847	"20"
"YKR015C"	13873	"5005"
"YKR016W"	5956	"2351"
"YKR017C"	2776	"520"
"YKR018C"	5663	"1575"
"YKR019C"	5054	"2282"
"YKR020W"	1485	"233"
"YKR021W"	7093	"1532"
"YKR022C"	3100	"2232"
"YKR023W"	6262	"2769"
"YKR024C"	5073	"1752"
"YKR025W"	2581	"426"
"YKR026C"	436	"17"
"YKR027W"	3579	"1772"
"YKR028W"	7771	"2338"
"YKR029C"	5790	"2261"
"YKR030W"	2026	"217"
"YKR031C"	29122	"7990"
"YKR032W"	1353	"1130"
"YKR034W"	3700	"296"
"YKR035W-A"	2677	"74"
"YKR036C"	9824	"4954"
"YKR037C"	6220	"60"
"YKR038C"	3448	"772"
"YKR039W"	8995	"3180"
"YKR041W"	4113	"1941"
"YKR042W"	5882	"1020"
"YKR043C"	3451	"749"
"YKR044W"	8068	"4308"
"YKR045C"	1368	"155"
"YKR046C"	2450	"197"
"YKR048C"	4863	"1736"
"YKR049C"	159	"86"
"YKR050W"	12277	"4251"
"YKR051W"	5837	"677"
"YKR052C"	3593	"371"
"YKR053C"	1911	"1196"
"YKR054C"	44950	"22659"
"YKR055W"	3919	"2594"
"YKR056W"	10623	"5518"
"YKR057W"	2803	"6"
"YKR058W"	14665	"7560"
"YKR059W"	51	"0"
"YKR060W"	4231	"2169"
"YKR061W"	6789	"2383"
"YKR062W"	2089	"188"
"YKR063C"	4949	"1579"
"YKR064W"	12639	"6154"
"YKR065C"	1706	"664"
"YKR066C"	7744	"1984"
"YKR067W"	12532	"2689"
"YKR068C"	2686	"48"
"YKR069W"	9371	"2725"
"YKR070W"	2062	"308"
"YKR071C"	7566	"2568"
"YKR072C"	7074	"2253"
"YKR073C"	864	"805"
"YKR074W"	2381	"655"
"YKR075C"	4874	"2396"
"YKR076W"	2651	"457"
"YKR077W"	2761	"380"
"YKR078W"	10610	"3397"
"YKR079C"	10095	"4340"
"YKR080W"	1890	"109"
"YKR081C"	5721	"843"
"YKR082W"	10442	"5315"
"YKR083C"	1654	"923"
"YKR084C"	7210	"3534"
"YKR085C"	3038	"624"
"YKR086W"	12477	"3713"
"YKR087C"	1689	"677"
"YKR088C"	1503	"365"
"YKR089C"	7292	"742"
"YKR090W"	12768	"5139"
"YKR091W"	4243	"2179"
"YKR092C"	7615	"1272"
"YKR093W"	12374	"3007"
"YKR094C"	1273	"1"
"YKR095W"	27804	"12220"
"YKR095W-A"	266	"43"
"YKR096W"	19384	"4469"
"YKR097W"	8644	"262"
"YKR098C"	11337	"1684"
"YKR099W"	7825	"1951"
"YKR100C"	3561	"2831"
"YKR101W"	5365	"3560"
"YKR102W"	4226	"2606"
"YKR103W"	9033	"5195"
"YKR104W"	3019	"1502"
"YKR105C"	35	"35"
"YKR106W"	7	"1"
"YLL067C"	0	"NA"
"YLL066W-B"	0	"NA"
"YLL066C"	0	"NA"
"YLL064C"	0	"NA"
"YLL063C"	5845	"2839"
"YLL062C"	1715	"645"
"YLL061W"	10937	"1147"
"YLL060C"	5888	"2262"
"YLL058W"	15451	"9225"
"YLL057C"	3980	"750"
"YLL056C"	3815	"2013"
"YLL055W"	5841	"690"
"YLL054C"	6719	"3587"
"YLL053C"	2362	"1040"
"YLL052C"	2556	"586"
"YLL051C"	5659	"1945"
"YLL050C"	1379	"6"
"YLL049W"	1654	"1114"
"YLL048C"	9751	"2668"
"YLL046C"	1803	"594"
"YLL045C"	2090	"749"
"YLL043W"	6436	"1091"
"YLL042C"	1847	"683"
"YLL041C"	1063	"247"
"YLL040C"	18473	"4878"
"YLL039C"	6450	"15"
"YLL038C"	3830	"1173"
"YLL036C"	8480	"4766"
"YLL035W"	6924	"4701"
"YLL034C"	8456	"2840"
"YLL033W"	2379	"1956"
"YLL032C"	9977	"7168"
"YLL031C"	11140	"2558"
"YLL030C"	2191	"1490"
"YLL029W"	10614	"3585"
"YLL028W"	7146	"3411"
"YLL027W"	3434	"1474"
"YLL026W"	7360	"365"
"YLL025W"	756	"113"
"YLL024C"	2682	"608"
"YLL023C"	4747	"2513"
"YLL022C"	4801	"2822"
"YLL021W"	16468	"9953"
"YLL019C"	5375	"1944"
"YLL018C-A"	1635	"95"
"YLL018C"	5845	"149"
"YLL015W"	20803	"7498"
"YLL014W"	2563	"1060"
"YLL013C"	10841	"4331"
"YLL012W"	7933	"3059"
"YLL011W"	1960	"143"
"YLL010C"	4393	"1774"
"YLL009C"	712	"47"
"YLL008W"	6663	"2041"
"YLL007C"	4588	"1848"
"YLL006W-A"	154	"27"
"YLL006W"	1256	"260"
"YLL005C"	5209	"2407"
"YLL004W"	4336	"598"
"YLL003W"	7880	"3360"
"YLL002W"	2090	"782"
"YLL001W"	2170	"176"
"YLR001C"	7817	"4183"
"YLR002C"	2382	"1599"
"YLR003C"	782	"250"
"YLR004C"	1695	"185"
"YLR005W"	2178	"167"
"YLR006C"	3261	"2197"
"YLR007W"	3222	"1845"
"YLR008C"	1180	"353"
"YLR009W"	1044	"79"
"YLR010C"	1898	"1041"
"YLR011W"	1084	"441"
"YLR012C"	609	"60"
"YLR013W"	190	"85"
"YLR014C"	5686	"2822"
"YLR015W"	3251	"1045"
"YLR016C"	880	"655"
"YLR017W"	3114	"57"
"YLR018C"	3885	"1567"
"YLR019W"	2971	"1366"
"YLR020C"	4406	"814"
"YLR021W"	946	"443"
"YLR022C"	936	"130"
"YLR023C"	3771	"2119"
"YLR024C"	9534	"5346"
"YLR025W"	843	"37"
"YLR026C"	1769	"465"
"YLR027C"	5330	"2662"
"YLR028C"	4526	"1155"
