gene	domain_start	domain_end	domain_name	domain_decription	type	e_value	pdb_id
YLL048C	1084	1328	PF00664	ABC_membrane	Family	6.30E-36	6bhu.1.A
YLL048C	1084	1328	PF00664	ABC_membrane	Family	6.30E-36	5uj9.1.A
YLL048C	473	649	PF00664	ABC_membrane	Family	2.80E-16	5ko2.1.A
YLL048C	473	649	PF00664	ABC_membrane	Family	2.80E-16	6bhu.1.A
YLL048C	473	649	PF00664	ABC_membrane	Family	2.80E-16	5uj9.1.A
YDL078C	2	144	PF00056	Ldh_1_N	Family	4.10E-42	1mld.1.A
YDL078C	146	336	PF02866	Ldh_1_C	Domain	1.50E-53	1mld.1.A
YBR249C	58	354	PF00793	DAHP_synth_1	Domain	1.30E-108	1ofr
YBR249C	58	354	PF00793	DAHP_synth_1	Domain	1.30E-108	1hfb.1.A
YGR286C	97	250	PF04055	Radical_SAM	Domain	8.10E-13	1r30.1.A
YGR286C	268	365	PF06968	BATS	Domain	5.70E-20	1r30.1.A
YNL316C	8	226	PF00800	PDT	Family	3.00E-56	2qmx.1.A
YNL315C	40	310	PF06644	ATP11	Family	1.50E-93	NA
YIR032C	3	187	PF04115	Ureidogly_lyase	Domain	1.00E-47	NA
YNL280C	8	438	PF01222	ERG4_ERG24	Family	1.30E-190	NA
YKL192C	63	118	PF00550	PP-binding	Domain	1.80E-10	6g2j.1.U
YHR094C	68	528	PF00083	Sugar_tr	Family	2.20E-169	NA
YDR345C	65	525	PF00083	Sugar_tr	Family	2.10E-170	NA
YHR092C	74	534	PF00083	Sugar_tr	Family	8.70E-169	NA
YLR172C	1	238	PF00590	TP_methylase	Domain	9.80E-23	3i4t.1.A
YBR221C	38	213	PF02779	Transket_pyr	Domain	9.00E-44	NA
YBR221C	232	355	PF02780	Transketolase_C	Domain	4.60E-34	2ozl.1.B
YGR175C	201	473	PF08491	SE	Family	1.60E-121	NA
YJL101C	253	644	PF03074	GCS	Family	1.40E-151	3ig5
YJL101C	253	644	PF03074	GCS	Family	1.40E-151	3ig5.1.A
YPR159W	209	711	PF03935	SKN1	Family	1.50E-254	NA
YNL268W	114	577	PF00324	AA_permease	Family	1.80E-135	NA
YBR208C	633	740	PF00289	Biotin_carb_N	Domain	1.10E-37	1dv1.1.A
YBR208C	633	740	PF00289	Biotin_carb_N	Domain	1.10E-37	5i8i.1.A
YBR208C	633	740	PF00289	Biotin_carb_N	Domain	1.10E-37	3va7.1.A
YBR208C	1771	1831	PF00364	Biotin_lipoyl	Domain	1.70E-14	3va7.1.A
YBR208C	35	449	PF01425	Amidase	Family	5.70E-104	5i8i.1.A
YBR208C	1103	1380	PF02626	CT_A_B	Family	8.50E-80	5i8i.1.A
YBR208C	1103	1380	PF02626	CT_A_B	Family	8.50E-80	3va7.1.A
YBR208C	1437	1653	PF02682	CT_C_D	Family	1.40E-41	5i8i.1.A
YBR208C	1437	1653	PF02682	CT_C_D	Family	1.40E-41	3va7.1.A
YBR208C	967	1071	PF02785	Biotin_carb_C	Domain	7.80E-29	5i8i.1.A
YBR208C	967	1071	PF02785	Biotin_carb_C	Domain	7.80E-29	3va7.1.A
YBR208C	747	949	PF02786	CPSase_L_D2	Domain	4.10E-60	1dv1.1.A
YBR208C	747	949	PF02786	CPSase_L_D2	Domain	4.10E-60	5i8i.1.A
YBR208C	747	949	PF02786	CPSase_L_D2	Domain	4.10E-60	3va7.1.A
YJR063W	85	122	PF01096	TFIIS_C	Domain	2.30E-14	5m3f
YJR063W	85	122	PF01096	TFIIS_C	Domain	2.30E-14	4c2m.1.I
YJR063W	7	42	PF02150	RNA_POL_M_15KD	Domain	2.90E-11	5m3f
YJR063W	7	42	PF02150	RNA_POL_M_15KD	Domain	2.90E-11	4c2m.1.I
YOR270C	32	822	PF01496	V_ATPase_I	Family	0	5vox
YOR270C	32	822	PF01496	V_ATPase_I	Family	0	6c6l.1.N
YMR165C	1	103	PF04571	Lipin_N	Family	1.30E-38	NA
YMR165C	350	583	PF08235	LNS2	Domain	1.90E-92	NA
YNL202W	40	268	PF13561	adh_short_C2	Domain	7.50E-46	4fc6.1.A
YGL169W	62	250	PF01300	Sua5_yciO_yrdC	Family	1.70E-43	6f87.3.A
YGL169W	269	420	PF03481	SUA5	Domain	1.50E-22	6f87.3.A
YGR155W	17	319	PF00291	PALP	Family	4.50E-55	4pcu.1.A
YGR155W	17	319	PF00291	PALP	Family	4.50E-55	6c2h.1.A
YGR155W	17	319	PF00291	PALP	Family	4.50E-55	6c2h
YGR155W	17	319	PF00291	PALP	Family	4.50E-55	4coo.1.A
YGR155W	369	423	PF00571	CBS	Domain	1.70E-08	4pcu.1.A
YGR155W	369	423	PF00571	CBS	Domain	1.70E-08	5ohx.1.A
YGR155W	369	423	PF00571	CBS	Domain	1.70E-08	4pcu.1.B
YGR155W	369	423	PF00571	CBS	Domain	1.70E-08	4coo.1.A
YGR155W	461	507	PF00571	CBS	Domain	0.0074	NA
YDR410C	127	219	PF04140	ICMT	Family	2.40E-29	5v7p.1.A
YOR190W	109	307	PF00150	Cellulase	Domain	3.10E-10	1h4p.1.A
YJL155C	227	411	PF00300	His_Phos_1	Domain	1.80E-35	1h2e.1.A
YJL155C	227	411	PF00300	His_Phos_1	Domain	1.80E-35	1bif.1.A
YJL155C	3	224	PF01591	6PF2K	Domain	4.60E-90	NA
YEL051W	15	208	PF01813	ATP-synt_D	Family	7.40E-67	3j9v
YEL051W	15	208	PF01813	ATP-synt_D	Family	7.40E-67	5voz.1.M
YEL047C	6	451	PF00890	FAD_binding_2	Family	4.40E-70	5glg.1.A
YEL042W	85	517	PF01150	GDA1_CD39	Family	7.00E-144	NA
YEL041W	109	406	PF01513	NAD_kinase	Family	2.50E-95	3afo.1.B
YER174C	8	103	PF00085	Thioredoxin	Domain	9.00E-12	NA
YER174C	158	221	PF00462	Glutaredoxin	Domain	8.00E-14	2yan.1.A
YER175C	40	147	PF13847	Methyltransf_31	Domain	2.30E-08	3g5t
YER175C	40	147	PF13847	Methyltransf_31	Domain	2.30E-08	5jgl.2.A
YER175C	40	147	PF13847	Methyltransf_31	Domain	2.30E-08	6b39.1.A
YER163C	8	231	PF04752	ChaC	Family	2.60E-68	5hwk
YER163C	8	231	PF04752	ChaC	Family	2.60E-68	5hwi.1.A
YER166W	776	882	PF13246	Cation_ATPase	Family	2.50E-09	NA
YER166W	186	240	PF16209	PhoLip_ATPase_N	Family	1.40E-15	NA
YER166W	1156	1406	PF16212	PhoLip_ATPase_C	Family	6.30E-76	NA
YDL168W	208	336	PF00107	ADH_zinc_N	Family	3.10E-18	3qj5.1.A
YDL168W	37	163	PF08240	ADH_N	Domain	6.20E-21	3qj5.1.A
YEL011W	221	304	PF00128	Alpha-amylase	Domain	5.20E-10	5clt.1.A
YEL011W	221	304	PF00128	Alpha-amylase	Domain	5.20E-10	3aml.1.A
YEL011W	608	702	PF02806	Alpha-amylase_C	Domain	1.70E-24	NA
YEL011W	62	148	PF02922	CBM_48	Domain	3.90E-14	5clt.1.A
YEL011W	62	148	PF02922	CBM_48	Domain	3.90E-14	3aml.1.A
YBL011W	73	291	PF01553	Acyltransferase	Family	1.20E-06	NA
YBL013W	31	232	PF00551	Formyl_trans_N	Domain	2.10E-51	3q0i.1.A
YLR214W	261	374	PF01794	Ferric_reduct	Family	1.80E-22	NA
YLR214W	413	519	PF08022	FAD_binding_8	Domain	8.30E-23	5o0x.1.A
YLR214W	528	665	PF08030	NAD_binding_6	Domain	1.00E-21	5o0x.1.A
YML042W	74	656	PF00755	Carn_acyltransf	Family	2.10E-175	NA
YOR316C	13	304	PF01545	Cation_efflux	Family	1.00E-48	NA
YGL191W	18	124	PF02046	COX6A	Family	9.50E-35	NA
YDL210W	74	521	PF13520	AA_permease_2	Family	3.20E-64	NA
YPL234C	99	158	PF00137	ATP-synt_C	Family	1.50E-15	6c6l.1.A
YPL234C	99	158	PF00137	ATP-synt_C	Family	1.50E-15	5tj5
YPL234C	99	158	PF00137	ATP-synt_C	Family	1.50E-15	5voy
YPL234C	22	80	PF00137	ATP-synt_C	Family	2.10E-10	6c6l.1.A
YPL234C	22	80	PF00137	ATP-synt_C	Family	2.10E-10	5tj5
YPL234C	22	80	PF00137	ATP-synt_C	Family	2.10E-10	5voy
YKL035W	53	464	PF01704	UDPGP	Family	2.00E-182	2i5k.1.A
YKL035W	53	464	PF01704	UDPGP	Family	2.00E-182	2i5k
YMR207C	135	256	PF00289	Biotin_carb_N	Domain	3.60E-25	5csk.1.B
YMR207C	771	836	PF00364	Biotin_lipoyl	Domain	2.40E-14	5csa.1.A
YMR207C	771	836	PF00364	Biotin_lipoyl	Domain	2.40E-14	5csk.1.B
YMR207C	1619	2176	PF01039	Carboxyl_trans	Family	2.30E-181	5i6i.1.B
YMR207C	1619	2176	PF01039	Carboxyl_trans	Family	2.30E-181	5i6h.1.B
YMR207C	1619	2176	PF01039	Carboxyl_trans	Family	2.30E-181	5csk.1.B
YMR207C	525	631	PF02785	Biotin_carb_C	Domain	8.80E-19	5csk.1.B
YMR207C	308	489	PF02786	CPSase_L_D2	Domain	1.30E-50	5csk.1.B
YMR207C	837	1519	PF08326	ACC_central	Family	5.30E-165	5i6i.1.B
YMR207C	837	1519	PF08326	ACC_central	Family	5.30E-165	5csa.1.A
YMR207C	837	1519	PF08326	ACC_central	Family	5.30E-165	5csk.1.B
YOR196C	179	339	PF04055	Radical_SAM	Domain	1.10E-10	4u0p.1.A
YOR196C	69	155	PF16881	LIAS_N	Family	2.10E-18	NA
YDL174C	151	290	PF01565	FAD_binding_4	Domain	4.00E-33	3tx1.1.A
YDL174C	327	574	PF02913	FAD-oxidase_C	Domain	1.10E-56	NA
YKL181W	5	120	PF13793	Pribosyltran_N	Domain	3.00E-36	2h07.1.B
YKL181W	297	421	PF14572	Pribosyl_synth	Domain	6.30E-29	2h07.1.B
YKR093W	155	532	PF00854	PTR2	Family	3.30E-108	NA
YCR024C-A	2	40	PF08114	PMP1_2	Family	4.70E-26	NA
YJR131W	45	532	PF01532	Glyco_hydro_47	Domain	2.10E-147	1dl2.1.A
YNR003C	4	316	PF05158	RNA_pol_Rpc34	Family	3.60E-113	6eu1
YPL057C	69	152	PF04488	Gly_transf_sug	Family	5.00E-20	4mix.1.A
YJR095W	213	305	PF00153	Mito_carr	Family	3.80E-20	NA
YJR095W	9	103	PF00153	Mito_carr	Family	4.20E-20	4c9j.1.A
YJR095W	110	206	PF00153	Mito_carr	Family	1.30E-18	4c9j.1.A
YBR153W	30	237	PF01872	RibD_C	Family	1.10E-46	4ha7.1.A
YBR153W	30	237	PF01872	RibD_C	Family	1.10E-46	4ha7
YBR117C	7	339	PF00456	Transketolase_N	Domain	2.40E-158	1gpu.1.A
YBR117C	355	532	PF02779	Transket_pyr	Domain	3.30E-45	1gpu.1.A
YBR117C	546	657	PF02780	Transketolase_C	Domain	9.80E-10	1gpu.1.A
YBR252W	18	146	PF00692	dUTPase	Domain	4.90E-43	3p48
YDL215C	714	986	PF00208	ELFV_dehydrog	Domain	2.60E-62	NA
YOR184W	11	383	PF00266	Aminotran_5	Domain	1.40E-33	6czx.1.A
YDL052C	63	191	PF01553	Acyltransferase	Family	1.00E-30	5kym.1.A
YGR143W	250	763	PF03935	SKN1	Family	6.60E-252	NA
YKL127W	493	534	PF00408	PGM_PMM_IV	Family	0.022	5vg7.1.A
YKL127W	16	159	PF02878	PGM_PMM_I	Domain	4.30E-31	5vg7.1.A
YKL127W	193	300	PF02879	PGM_PMM_II	Domain	1.40E-07	5vg7.1.A
YKL127W	310	430	PF02880	PGM_PMM_III	Domain	1.70E-22	5vg7.1.A
YGR007W	12	141	PF01467	CTP_transf_like	Domain	5.50E-22	3elb.1.A
YGR007W	201	317	PF01467	CTP_transf_like	Domain	0.00046	NA
YHL016C	48	465	PF00474	SSF	Family	7.70E-13	NA
YKL141W	72	193	PF01127	Sdh_cyt	Family	7.20E-20	4ysz.1.C
YKR061W	65	373	PF01793	Glyco_transf_15	Family	2.30E-103	NA
YBR248C	6	210	PF00117	GATase	Domain	2.90E-22	1ox4
YBR248C	239	532	PF00977	His_biosynth	Family	1.90E-41	1ox4
YDR538W	55	214	PF02441	Flavoprotein	Family	4.40E-18	NA
YEL002C	26	421	PF03345	DDOST_48kD	Family	4.40E-120	6c26
YDL095W	55	296	PF02366	PMT	Family	7.20E-88	NA
YDL095W	344	507	PF02815	MIR	Domain	6.00E-47	3mal.1.A
YDL095W	533	727	PF16192	PMT_4TMC	Family	1.50E-61	NA
YBL080C	374	537	PF02637	GatB_Yqey	Domain	5.50E-32	3ip4.1.B
YBL080C	30	316	PF02934	GatB_N	Domain	2.40E-88	4n0h
YBL080C	30	316	PF02934	GatB_N	Domain	2.40E-88	3ip4.1.B
YDR404C	80	157	PF00575	S1	Domain	9.90E-15	1wcm
YDR404C	9	79	PF03876	SHS2_Rpb7-N	Domain	4.20E-13	1wcm
YKL140W	107	402	PF00561	Abhydrolase_1	Domain	2.60E-40	NA
YBL057C	89	208	PF01981	PTH2	Family	2.20E-40	2zv3.3.B
YBL064C	51	188	PF00578	AhpC-TSA	Domain	9.90E-28	5b6m.1.A
YBL064C	209	245	PF10417	1-cysPrx_C	Domain	2.40E-11	5b6m.1.A
YKL188C	490	680	PF00005	ABC_tran	Domain	2.30E-12	4f4c.1.A
YKL188C	101	383	PF06472	ABC_membrane_2	Family	4.40E-75	NA
YFR019W	837	1033	PF00118	Cpn60_TCP1	Family	1.20E-22	5gw4.1.I
YFR019W	236	297	PF01363	FYVE	Domain	3.70E-12	NA
YFR019W	2039	2205	PF01504	PIP5K	Family	4.90E-33	NA
YFR019W	2206	2265	PF01504	PIP5K	Family	0.0073	NA
YBR001C	192	750	PF01204	Trehalase	Domain	3.70E-183	5n6n.1.C
YBR001C	135	164	PF07492	Trehalase_Ca-bi	Domain	1.90E-12	5n6n.1.C
YBR002C	38	254	PF01255	Prenyltransf	Family	8.20E-71	4h8e.1.A
YOR143C	56	211	PF04263	TPK_catalytic	Domain	5.70E-27	1ig0.1.B
YOR143C	56	211	PF04263	TPK_catalytic	Domain	5.70E-27	1ig0
YOR143C	250	305	PF04265	TPK_B1_binding	Domain	1.20E-09	1ig0.1.B
YOR143C	250	305	PF04265	TPK_B1_binding	Domain	1.20E-09	1ig0
YBR036C	1	403	PF16965	CSG2	Family	1.80E-182	NA
YJR159W	181	315	PF00107	ADH_zinc_N	Family	2.50E-22	3qe3.1.A
YJR159W	31	141	PF08240	ADH_N	Domain	4.80E-25	3qe3.1.A
YKL144C	9	77	PF03876	SHS2_Rpb7-N	Domain	1.20E-16	5fj9.1.G
YKL144C	9	77	PF03876	SHS2_Rpb7-N	Domain	1.20E-16	6eu1
YKL144C	79	211	PF08292	RNA_pol_Rbc25	Domain	1.00E-48	5fj9.1.G
YKL144C	79	211	PF08292	RNA_pol_Rbc25	Domain	1.00E-48	6eu1
YKL055C	113	240	PF00106	adh_short	Domain	2.40E-23	4fd3
YKL055C	113	240	PF00106	adh_short	Domain	2.40E-23	4fda
YKL055C	6	51	PF00106	adh_short	Domain	4.90E-05	4fd3
YKL055C	6	51	PF00106	adh_short	Domain	4.90E-05	4fda
YAR071W	65	399	PF00328	His_Phos_2	Family	4.30E-45	2gfi.1.A
YKL218C	19	305	PF00291	PALP	Family	2.20E-75	2zr8.1.A
YKL218C	19	305	PF00291	PALP	Family	2.20E-75	2o2j.1.B
YKL067W	6	139	PF00334	NDK	Domain	1.20E-51	3b54
YKL067W	6	139	PF00334	NDK	Domain	1.20E-51	3b54.1.A
YKL029C	166	345	PF00390	malic	Domain	1.10E-58	1pjl.1.A
YKL029C	355	608	PF03949	Malic_M	Domain	3.00E-83	1pjl.1.A
YKL026C	4	111	PF00255	GSHPx	Family	1.40E-45	2v1m.1.A
YKR072C	265	488	PF02441	Flavoprotein	Family	1.20E-50	1mvl.1.A
YKL174C	61	530	PF00324	AA_permease	Family	5.60E-101	NA
YKL220C	281	396	PF01794	Ferric_reduct	Family	1.60E-21	NA
YKL220C	431	532	PF08022	FAD_binding_8	Domain	3.50E-26	NA
YKL220C	537	690	PF08030	NAD_binding_6	Domain	7.80E-28	5o0x.1.A
YKL217W	127	562	PF00083	Sugar_tr	Family	8.60E-79	NA
YKL165C	225	312	PF00884	Sulfatase	Family	1.80E-06	NA
YKL165C	442	874	PF04987	PigN	Family	5.80E-129	NA
YKL150W	164	272	PF00175	NAD_binding_1	Domain	2.90E-25	2eix.1.A
YKL150W	56	154	PF00970	FAD_binding_6	Domain	2.30E-25	2eix.1.A
YKL146W	295	687	PF01490	Aa_trans	Family	5.40E-100	NA
YKL088W	310	498	PF02441	Flavoprotein	Family	6.50E-46	1mvl.1.A
YKL069W	62	173	PF13185	GAF_2	Domain	3.00E-07	3ko6
YKL069W	62	173	PF13185	GAF_2	Domain	3.00E-07	1f5m.1.B
YKL004W	138	310	PF14378	PAP2_3	Family	8.10E-21	NA
YKR025W	66	281	PF04801	Sin_N	Family	2.10E-13	6eu1
YKR031C	791	818	PF00614	PLDc	Family	6.30E-06	NA
YKR031C	1094	1118	PF00614	PLDc	Family	0.0063	NA
YKR043C	9	193	PF00300	His_Phos_1	Domain	2.40E-30	3f3k
YKR043C	9	193	PF00300	His_Phos_1	Domain	2.40E-30	3lg2.1.A
YKR043C	9	193	PF00300	His_Phos_1	Domain	2.40E-30	3ll4
YKR058W	9	258	PF01501	Glyco_transf_8	Family	2.60E-28	3usq.1.A
YKR067W	58	298	PF01553	Acyltransferase	Family	0.033	NA
YKR069W	327	533	PF00590	TP_methylase	Domain	4.60E-37	1v9a.1.A
YKR076W	45	183	PF13409	GST_N_2	Domain	1.80E-21	5lkb
YKR076W	45	183	PF13409	GST_N_2	Domain	1.80E-21	5lkb.1.A
YKR076W	234	324	PF13410	GST_C_2	Domain	1.10E-08	5lkb
YKR076W	234	324	PF13410	GST_C_2	Domain	1.10E-08	5lkb.1.A
YKR089C	282	479	PF01734	Patatin	Family	5.50E-26	NA
YKR089C	148	274	PF11815	DUF3336	Family	1.70E-29	NA
YGR185C	37	335	PF00579	tRNA-synt_1b	Family	3.50E-77	2dlc
YGR185C	37	335	PF00579	tRNA-synt_1b	Family	3.50E-77	2dlc.1.B
YDR441C	49	175	PF00156	Pribosyltran	Domain	1.10E-12	5vjn.1.A
YMR105C	461	533	PF00408	PGM_PMM_IV	Family	0.046	5vg7.1.A
YMR105C	16	159	PF02878	PGM_PMM_I	Domain	3.90E-34	5vg7.1.A
YMR105C	192	299	PF02879	PGM_PMM_II	Domain	6.30E-10	5vg7.1.A
YMR105C	309	429	PF02880	PGM_PMM_III	Domain	1.30E-23	5vg7.1.A
YJR040W	588	652	PF00571	CBS	Domain	0.00036	5tr1.1.A
YJR040W	685	736	PF00571	CBS	Domain	0.1	5tr1.1.A
YJR040W	168	547	PF00654	Voltage_CLC	Family	6.10E-79	5tr1.1.A
YJR040W	168	547	PF00654	Voltage_CLC	Family	6.10E-79	6coy.1.A
YNR033W	19	224	PF00117	GATase	Domain	3.40E-27	NA
YNR033W	500	778	PF00425	Chorismate_bind	Family	4.50E-62	5kck.1.A
YNR033W	299	450	PF04715	Anth_synt_I_N	Family	4.90E-15	5kck.1.A
YLR058C	18	416	PF00464	SHMT	Domain	1.50E-208	5v7i.1.A
YBR263W	34	432	PF00464	SHMT	Domain	1.20E-206	5v7i.1.A
YGR147C	92	222	PF06916	DUF1279	Family	1.10E-18	NA
YMR054W	32	885	PF01496	V_ATPase_I	Family	9.10E-297	6c6l.1.N
YLR305C	1642	1847	PF00454	PI3_PI4_kinase	Family	1.50E-37	6bq1.1.A
YLR305C	1348	1543	PF00613	PI3Ka	Family	5.30E-40	6bq1.1.A
YDR178W	36	167	PF05328	CybS	Family	4.70E-48	NA
YHR001W-A	15	76	PF09796	QCR10	Family	5.80E-20	NA
YEL046C	16	302	PF01212	Beta_elim_lyase	Domain	6.50E-78	1lw4.1.D
YMR120C	136	460	PF01808	AICARFT_IMPCHas	Family	6.80E-91	1g8m.1.A
YMR120C	17	131	PF02142	MGS	Domain	3.60E-21	1g8m.1.A
YLR109W	6	173	PF08534	Redoxin	Domain	4.60E-30	4dsq
YBL068W	14	132	PF13793	Pribosyltran_N	Domain	8.60E-38	2h07.1.B
YBL068W	210	321	PF14572	Pribosyl_synth	Domain	4.70E-25	2h07.1.B
YBL033C	37	276	PF00925	GTP_cyclohydro2	Family	8.20E-53	NA
YBR006W	27	488	PF00171	Aldedh	Family	2.70E-154	4v6h.1.A
YBR034C	58	132	PF06325	PrmA	Family	2.40E-08	1g6q.1.A
YBR034C	58	132	PF06325	PrmA	Family	2.40E-08	1g6q
YBR035C	56	129	PF01243	Putative_PNPOx	Domain	1.30E-09	1ci0
YBR035C	56	129	PF01243	Putative_PNPOx	Domain	1.30E-09	1ci0.1.A
YBR035C	186	228	PF10590	PNP_phzG_C	Domain	1.30E-17	1ci0
YBR035C	186	228	PF10590	PNP_phzG_C	Domain	1.30E-17	1ci0.1.A
YBR039W	35	310	PF00231	ATP-synt	Domain	3.00E-70	6cp3
YBR039W	35	310	PF00231	ATP-synt	Domain	3.00E-70	2xok
YBR068C	99	561	PF00324	AA_permease	Family	4.50E-143	NA
YBR069C	98	556	PF00324	AA_permease	Family	2.90E-124	NA
YBR121C	570	661	PF03129	HGTP_anticodon	Domain	4.20E-18	NA
YBR132C	92	563	PF00324	AA_permease	Family	1.70E-137	NA
YBR145W	185	313	PF00107	ADH_zinc_N	Family	5.30E-24	5yat.1.A
YBR145W	34	140	PF08240	ADH_N	Domain	4.30E-26	5yat.1.A
YBR149W	36	311	PF00248	Aldo_ket_red	Domain	1.70E-33	4ijr
YBR149W	36	311	PF00248	Aldo_ket_red	Domain	1.70E-33	4ijc.1.A
YBL035C	395	641	PF04042	DNA_pol_E_B	Family	5.90E-57	3flo.1.A
YBL035C	395	641	PF04042	DNA_pol_E_B	Family	5.90E-57	3flo
YBL035C	395	641	PF04042	DNA_pol_E_B	Family	5.90E-57	4y97.1.A
YBL035C	395	641	PF04042	DNA_pol_E_B	Family	5.90E-57	4y97.1.A
YBL035C	18	290	PF08418	Pol_alpha_B_N	Family	3.90E-65	NA
YBR176W	27	289	PF02548	Pantoate_transf	Family	1.50E-89	1oy0.1.A
YBR176W	27	289	PF02548	Pantoate_transf	Family	1.50E-89	3vav.1.A
YBR180W	116	526	PF07690	MFS_1	Family	2.20E-46	NA
YBR192W	50	167	PF00153	Mito_carr	Family	6.70E-25	NA
YBR192W	174	265	PF00153	Mito_carr	Family	2.30E-19	4c9j.1.A
YBR192W	289	376	PF00153	Mito_carr	Family	7.70E-18	NA
YBR205W	61	354	PF01793	Glyco_transf_15	Family	1.00E-121	NA
YBR199W	124	413	PF01793	Glyco_transf_15	Family	4.80E-106	5a07
YBR199W	124	413	PF01793	Glyco_transf_15	Family	4.80E-106	5a07.1.A
YBR222C	19	439	PF00501	AMP-binding	Family	1.90E-70	5bsr.1.A
YBR222C	19	439	PF00501	AMP-binding	Family	1.90E-70	3a9u.1.A
YBR222C	19	439	PF00501	AMP-binding	Family	1.90E-70	5ie2.1.A
YBR222C	448	523	PF13193	AMP-binding_C	Domain	3.10E-15	5bsr.1.A
YBR222C	448	523	PF13193	AMP-binding_C	Domain	3.10E-15	3a9u.1.A
YBR222C	448	523	PF13193	AMP-binding_C	Domain	3.10E-15	5ie2.1.A
YBR229C	364	809	PF01055	Glyco_hydro_31	Family	2.70E-127	5dkx.1.A
YBR229C	364	809	PF01055	Glyco_hydro_31	Family	2.70E-127	5dkx.1.A
YBR229C	269	337	PF13802	Gal_mutarotas_2	Domain	5.80E-19	5dkx.1.A
YBR229C	269	337	PF13802	Gal_mutarotas_2	Domain	5.80E-19	5dkx.1.A
YBR229C	833	869	PF17137	DUF5110	Family	0.0036	5dkx.1.A
YBR229C	833	869	PF17137	DUF5110	Family	0.0036	5dkx.1.A
YBR204C	88	358	PF00561	Abhydrolase_1	Domain	8.30E-38	4meb.1.A
YBR241C	28	481	PF00083	Sugar_tr	Family	3.10E-118	NA
YBR244W	5	112	PF00255	GSHPx	Family	1.80E-48	2p5r.1.A
YBR256C	3	93	PF00677	Lum_binding	Domain	8.00E-17	1i8d.1.A
YBR256C	106	195	PF00677	Lum_binding	Domain	8.30E-16	1i8d.1.A
YBR281C	67	98	PF00400	WD40	Repeat	1.7	NA
YBR281C	517	875	PF01546	Peptidase_M20	Family	6.70E-17	2zog.1.A
YBR281C	628	774	PF07687	M20_dimer	Domain	2.40E-10	2zog.1.A
YBR291C	214	297	PF00153	Mito_carr	Family	3.10E-18	NA
YBR291C	10	100	PF00153	Mito_carr	Family	1.40E-15	1okc.1.A
YBR291C	109	202	PF00153	Mito_carr	Family	2.70E-13	1okc.1.A
YBR298C	104	561	PF00083	Sugar_tr	Family	6.50E-107	NA
YBR299W	36	397	PF00128	Alpha-amylase	Domain	2.80E-121	3axh.1.A
YBL098W	4	360	PF01494	FAD_binding_3	Family	5.80E-17	4j36
YBL098W	4	360	PF01494	FAD_binding_3	Family	5.80E-17	4j34.2.A
YBL098W	4	360	PF01494	FAD_binding_3	Family	5.80E-17	4j31
YBL098W	4	360	PF01494	FAD_binding_3	Family	5.80E-17	5y66.1.A
YBL091C	104	408	PF00557	Peptidase_M24	Domain	6.30E-50	5cls.1.A
YBL082C	49	417	PF05208	ALG3	Family	8.40E-127	NA
YBL042C	119	575	PF02133	Transp_cyt_pur	Family	4.60E-168	NA
YBR004C	3	433	PF04188	Mannosyl_trans2	Family	1.80E-165	NA
YBR022W	22	163	PF01661	Macro	Domain	8.90E-28	2fg1.1.A
YBR029C	64	393	PF01148	CTP_transf_1	Family	7.20E-79	NA
YBR041W	84	530	PF00501	AMP-binding	Family	7.70E-50	5msc.1.A
YBR041W	84	530	PF00501	AMP-binding	Family	7.70E-50	5t3d.1.A
YBR041W	84	530	PF00501	AMP-binding	Family	7.70E-50	3etc.1.A
YBR042C	76	282	PF01553	Acyltransferase	Family	9.00E-35	NA
YBR042C	300	360	PF16076	Acyltransf_C	Family	2.90E-11	NA
YBR046C	160	285	PF00107	ADH_zinc_N	Family	3.60E-25	3qwa
YBR046C	160	285	PF00107	ADH_zinc_N	Family	3.60E-25	3qwa.1.B
YBR046C	36	94	PF08240	ADH_N	Domain	1.50E-05	3qwa
YBR046C	36	94	PF08240	ADH_N	Domain	1.50E-05	3qwa.1.B
YBR070C	57	236	PF08660	Alg14	Family	1.80E-53	NA
YBR147W	14	71	PF04193	PQ-loop	Repeat	8.30E-20	NA
YBR147W	209	264	PF04193	PQ-loop	Repeat	6.40E-15	NA
YBR159W	65	264	PF00106	adh_short	Domain	4.30E-30	3d4n.1.A
YBR161W	76	158	PF04488	Gly_transf_sug	Family	2.80E-18	4mix.1.A
YBR177C	166	430	PF00561	Abhydrolase_1	Domain	2.80E-31	5cw2.1.A
YBR183W	15	285	PF05875	Ceramidase	Family	7.10E-86	NA
YBR235W	68	543	PF00324	AA_permease	Family	5.40E-43	NA
YBR235W	555	639	PF03522	SLC12	Family	3.60E-05	NA
YBR265W	77	215	PF00106	adh_short	Domain	1.70E-08	3rku.1.A
YBR293W	5	381	PF07690	MFS_1	Family	1.70E-36	NA
YBR294W	123	528	PF00916	Sulfate_transp	Family	8.20E-121	NA
YBR294W	637	774	PF01740	STAS	Domain	0.0019	NA
YBR295W	692	881	PF00122	E1-E2_ATPase	Family	9.30E-40	5mrw.1.B
YBR295W	692	881	PF00122	E1-E2_ATPase	Family	9.30E-40	1t5t.1.A
YBR295W	692	881	PF00122	E1-E2_ATPase	Family	9.30E-40	4bbj.1.A
YBR295W	413	470	PF00403	HMA	Domain	0.15	NA
YBR295W	899	1118	PF00702	Hydrolase	Domain	2.30E-17	5mrw.1.B
