UniProtKB_ac	iso_id	uniprot_seq_length	coordinate_id	provider	from	to	coverage	template	qmean	qmean_norm	url
Q03660		1102	5ac8fdbfc730d48f081a3b5d	SWISSMODEL	409	534	0.114337568058	4i9e.1.A	-3.8180512236	0.5813136151	https://swissmodel.expasy.org/repository/uniprot/Q03660.pdb?from=409&to=534&template=4i9e.1.A&provider=swissmodel
Q03661		1658	5aca27cf7aaa0d58afd54065	SWISSMODEL	794	840	0.0283474065139	1kve.1.B	-2.5396378248	0.5206153619	https://swissmodel.expasy.org/repository/uniprot/Q03661.pdb?from=794&to=840&template=1kve.1.B&provider=swissmodel
Q03667		156	5ad79434a52be7a2455ecf6f	SWISSMODEL	116	152	0.237179487179	2lqt.1.A	0.2907680635	0.8034365596	https://swissmodel.expasy.org/repository/uniprot/Q03667.pdb?from=116&to=152&template=2lqt.1.A&provider=swissmodel
Q03667		156	5ad79434a52be7a2455ecf73	SWISSMODEL	56	85	0.192307692308	2lej.1.A	-3.2709980326	0.4010333766	https://swissmodel.expasy.org/repository/uniprot/Q03667.pdb?from=56&to=85&template=2lej.1.A&provider=swissmodel
Q03675		126	597df598d823cc5f79899255	SWISSMODEL	4	45	0.333333333333	3jbo.44.A	-2.6519778401	0.4495561873	https://swissmodel.expasy.org/repository/uniprot/Q03675.pdb?from=4&to=45&template=3jbo.44.A&provider=swissmodel
Q03677		179	5ad70615140550244b0bc895	SWISSMODEL	1	178	0.994413407821	4qgn.1.A	-1.5976708786	0.7144595015	https://swissmodel.expasy.org/repository/uniprot/Q03677.pdb?from=1&to=178&template=4qgn.1.A&provider=swissmodel
Q03690		1277	5ac96fce7aaa0d6ad7aac259	SWISSMODEL	977	1203	0.177760375881	3qky.1.A	-3.5012396143	0.6337754315	https://swissmodel.expasy.org/repository/uniprot/Q03690.pdb?from=977&to=1203&template=3qky.1.A&provider=swissmodel
Q03690		1277	5ac96fce7aaa0d6ad7aac25d	SWISSMODEL	979	1196	0.170712607674	5o01.1.A	-4.3022288484	0.6032333327	https://swissmodel.expasy.org/repository/uniprot/Q03690.pdb?from=979&to=1196&template=5o01.1.A&provider=swissmodel
Q03694		420	5ad54ff6eb80f7a3b0683100	SWISSMODEL	311	333	0.0547619047619	2lox.1.B	-3.9745321401	0.3215491104	https://swissmodel.expasy.org/repository/uniprot/Q03694.pdb?from=311&to=333&template=2lox.1.B&provider=swissmodel
Q03695		313	5ad5393d573f20363975bef5	SWISSMODEL	266	290	0.0798722044728	4zjm.1.A	-0.6565035594	0.6964151815	https://swissmodel.expasy.org/repository/uniprot/Q03695.pdb?from=266&to=290&template=4zjm.1.A&provider=swissmodel
Q03702		353	59c8d319a52be786504c436c	SWISSMODEL	19	320	0.85552407932	1kcf.1.A	-4.6519045448	0.5991969795	https://swissmodel.expasy.org/repository/uniprot/Q03702.pdb?from=19&to=320&template=1kcf.1.A&provider=swissmodel
Q03703		340	5ad4e03e573f204f8a7bbb15	SWISSMODEL	20	51	0.0941176470588	1i94.1.O	-1.2441397569	0.6300248936	https://swissmodel.expasy.org/repository/uniprot/Q03703.pdb?from=20&to=51&template=1i94.1.O&provider=swissmodel
Q03705		181	5ad6fd391405501b3d8749e7	SWISSMODEL	1	179	0.988950276243	4ww5.1.B	-0.6263393119	0.7577656238	https://swissmodel.expasy.org/repository/uniprot/Q03705.pdb?from=1&to=179&template=4ww5.1.B&provider=swissmodel
Q03705		181	5a9b093d75daaa0f820f910d	PDB	1	181	1.0	4ww5			https://swissmodel.expasy.org/repository/uniprot/Q03705.pdb?from=1&to=181&template=4ww5&provider=pdb
Q03705		181	5a9b0c1b75daaa36fdfa787f	PDB	1	181	1.0	4ww7			https://swissmodel.expasy.org/repository/uniprot/Q03705.pdb?from=1&to=181&template=4ww7&provider=pdb
Q03705		181	5a9b0fa375daaa62ade41dfa	PDB	1	181	1.0	4ww9			https://swissmodel.expasy.org/repository/uniprot/Q03705.pdb?from=1&to=181&template=4ww9&provider=pdb
Q03705		181	5a9b10fc75daaa7a26c72694	PDB	1	181	1.0	4wwa			https://swissmodel.expasy.org/repository/uniprot/Q03705.pdb?from=1&to=181&template=4wwa&provider=pdb
Q03705		181	5a9b1bfb75daaa105e26707a	PDB	1	181	1.0	4xah			https://swissmodel.expasy.org/repository/uniprot/Q03705.pdb?from=1&to=181&template=4xah&provider=pdb
Q03707		834	5ad800bb7f4bf961a51ca1c9	SWISSMODEL	512	539	0.0335731414868	2e26.1.A	-3.5945888161	0.3644745578	https://swissmodel.expasy.org/repository/uniprot/Q03707.pdb?from=512&to=539&template=2e26.1.A&provider=swissmodel
Q03707		834	5ad800bb7f4bf961a51ca1cd	SWISSMODEL	172	195	0.0287769784173	4xzr.1.A	-2.4968338391	0.4884973277	https://swissmodel.expasy.org/repository/uniprot/Q03707.pdb?from=172&to=195&template=4xzr.1.A&provider=swissmodel
Q03707		834	5ad800bb7f4bf961a51ca1d1	SWISSMODEL	13	53	0.0491606714628	1gjj.1.A	-0.4859785658	0.7227937375	https://swissmodel.expasy.org/repository/uniprot/Q03707.pdb?from=13&to=53&template=1gjj.1.A&provider=swissmodel
Q03707		834	5a9af96b75daaa2ef40eb74f	PDB	170	223	0.0647482014388	4xzr			https://swissmodel.expasy.org/repository/uniprot/Q03707.pdb?from=170&to=223&template=4xzr&provider=pdb
Q03713		159	5abb2c7102efd0e9694ac1e4	PDB	1	159	1.0	5nf8			https://swissmodel.expasy.org/repository/uniprot/Q03713.pdb?from=1&to=159&template=5nf8&provider=pdb
Q03714		838	5ad800837f4bf961a51c9cfe	SWISSMODEL	156	345	0.226730310263	2w9n.1.A	-3.5872082452	0.6344759425	https://swissmodel.expasy.org/repository/uniprot/Q03714.pdb?from=156&to=345&template=2w9n.1.A&provider=swissmodel
Q03718		556	5ad67930ad01f0884f67e821	SWISSMODEL	422	461	0.0719424460432	4v7q.1.C	-2.8765356718	0.4455991637	https://swissmodel.expasy.org/repository/uniprot/Q03718.pdb?from=422&to=461&template=4v7q.1.C&provider=swissmodel
Q03722		664	59cb992c1405500b0a960e2d	SWISSMODEL	373	494	0.183734939759	5elm.1.B	-4.5612770135	0.5417221741	https://swissmodel.expasy.org/repository/uniprot/Q03722.pdb?from=373&to=494&template=5elm.1.B&provider=swissmodel
Q03723		332	5ad4f940573f2089a87066b7	SWISSMODEL	30	184	0.46686746988	3g9b.1.A	0.0642659854	0.7864610751	https://swissmodel.expasy.org/repository/uniprot/Q03723.pdb?from=30&to=184&template=3g9b.1.A&provider=swissmodel
Q03723		332	5a9b033375daaa38f563320e	PDB	24	188	0.496987951807	3g7y			https://swissmodel.expasy.org/repository/uniprot/Q03723.pdb?from=24&to=188&template=3g7y&provider=pdb
Q03723		332	5a9b06a975daaa6a748b5fc8	PDB	24	188	0.496987951807	3ga4			https://swissmodel.expasy.org/repository/uniprot/Q03723.pdb?from=24&to=188&template=3ga4&provider=pdb
Q03723		332	5a9b11ea75daaa07d9593fd8	PDB	24	188	0.496987951807	3g9b			https://swissmodel.expasy.org/repository/uniprot/Q03723.pdb?from=24&to=188&template=3g9b&provider=pdb
Q03735		1134	5ac91efcad01f03fec7110df	SWISSMODEL	649	863	0.189594356261	2lyv.1.A	-4.9500522267	0.5758833892	https://swissmodel.expasy.org/repository/uniprot/Q03735.pdb?from=649&to=863&template=2lyv.1.A&provider=swissmodel
Q03735		1134	5ac91efcad01f03fec7110e3	SWISSMODEL	653	821	0.149029982363	5gm6.1.5	-4.3847393301	0.5821175086	https://swissmodel.expasy.org/repository/uniprot/Q03735.pdb?from=653&to=821&template=5gm6.1.5&provider=swissmodel
Q03735		1134	5ac91efcad01f03fec7110e7	SWISSMODEL	651	821	0.150793650794	2ghp.1.A	-4.2869859811	0.5895842902	https://swissmodel.expasy.org/repository/uniprot/Q03735.pdb?from=651&to=821&template=2ghp.1.A&provider=swissmodel
Q03735		1134	5ac91efdad01f03fec7110eb	SWISSMODEL	649	821	0.152557319224	4pkd.1.B	-2.3893760689	0.677659211	https://swissmodel.expasy.org/repository/uniprot/Q03735.pdb?from=649&to=821&template=4pkd.1.B&provider=swissmodel
Q03735		1134	5ac91efdad01f03fec7110ef	SWISSMODEL	652	821	0.149911816578	2yh0.1.A	-4.3261412104	0.5881917619	https://swissmodel.expasy.org/repository/uniprot/Q03735.pdb?from=652&to=821&template=2yh0.1.A&provider=swissmodel
Q03735		1134	5ac91efdad01f03fec7110f3	SWISSMODEL	653	821	0.149029982363	5nrl.1.Y	-3.468250053	0.6244606813	https://swissmodel.expasy.org/repository/uniprot/Q03735.pdb?from=653&to=821&template=5nrl.1.Y&provider=swissmodel
Q03758		920	5ad862341405506caad67887	SWISSMODEL	260	445	0.202173913043	4gfx.1.A	-4.8327383039	0.5811149259	https://swissmodel.expasy.org/repository/uniprot/Q03758.pdb?from=260&to=445&template=4gfx.1.A&provider=swissmodel
Q03759		105	5ac8d5aca52be782710f4983	SWISSMODEL	1	105	1.0	1n6z.1.A	-2.8699005574	0.6439420229	https://swissmodel.expasy.org/repository/uniprot/Q03759.pdb?from=1&to=105&template=1n6z.1.A&provider=swissmodel
Q03759		105	5a9b043c75daaa48ff6eba1f	PDB	1	105	1.0	1n6z			https://swissmodel.expasy.org/repository/uniprot/Q03759.pdb?from=1&to=105&template=1n6z&provider=pdb
Q03761		539	5ad658f2140550766914501b	SWISSMODEL	412	490	0.146567717996	1h3o.1.B	-2.5871516262	0.6203509983	https://swissmodel.expasy.org/repository/uniprot/Q03761.pdb?from=412&to=490&template=1h3o.1.B&provider=swissmodel
Q03764		534	5ad654051405506a5d1b46fe	SWISSMODEL	104	516	0.7734082397	3mes.1.A	-4.5137930765	0.603663203	https://swissmodel.expasy.org/repository/uniprot/Q03764.pdb?from=104&to=516&template=3mes.1.A&provider=swissmodel
Q03764		534	5ad654051405506a5d1b4702	SWISSMODEL	102	509	0.76404494382	1nw1.1.A	-4.4657688564	0.6054161841	https://swissmodel.expasy.org/repository/uniprot/Q03764.pdb?from=102&to=509&template=1nw1.1.A&provider=swissmodel
Q03768		265	5ad5d922ad01f07ed6a171d4	SWISSMODEL	1	163	0.615094339623	2ebm.1.A	-3.6758017447	0.611424766	https://swissmodel.expasy.org/repository/uniprot/Q03768.pdb?from=1&to=163&template=2ebm.1.A&provider=swissmodel
Q03769		411	5ad53b447aaa0da2cb4d4061	SWISSMODEL	31	192	0.394160583942	5j08.1.A	-0.7656357738	0.7466050705	https://swissmodel.expasy.org/repository/uniprot/Q03769.pdb?from=31&to=192&template=5j08.1.A&provider=swissmodel
Q03769		411	5a9b005575daaa0dc7883b39	PDB	31	191	0.391727493917	5cmw			https://swissmodel.expasy.org/repository/uniprot/Q03769.pdb?from=31&to=191&template=5cmw&provider=pdb
Q03769		411	5a9b036775daaa3e8f68ab41	PDB	31	191	0.391727493917	5cmy			https://swissmodel.expasy.org/repository/uniprot/Q03769.pdb?from=31&to=191&template=5cmy&provider=pdb
Q03769		411	5a9b0c5f75daaa36fdfa8268	PDB	31	192	0.394160583942	5j08			https://swissmodel.expasy.org/repository/uniprot/Q03769.pdb?from=31&to=192&template=5j08&provider=pdb
Q03771		387	5ad506be3d4e1dc1282a4dd3	SWISSMODEL	3	355	0.912144702842	5tqb.1.B	-4.2624676662	0.6251592781	https://swissmodel.expasy.org/repository/uniprot/Q03771.pdb?from=3&to=355&template=5tqb.1.B&provider=swissmodel
Q03771		387	5ad506be3d4e1dc1282a4dd7	SWISSMODEL	5	274	0.697674418605	4xnh.1.A	-3.7043550847	0.6217536706	https://swissmodel.expasy.org/repository/uniprot/Q03771.pdb?from=5&to=274&template=4xnh.1.A&provider=swissmodel
Q03771		387	5ad506be3d4e1dc1282a4ddb	SWISSMODEL	7	274	0.692506459948	5aio.1.A	-4.2190626485	0.6020340945	https://swissmodel.expasy.org/repository/uniprot/Q03771.pdb?from=7&to=274&template=5aio.1.A&provider=swissmodel
Q03772		175	5a9afa8375daaa3e674797ba	PDB	1	175	1.0	5mps			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=5mps&provider=pdb
Q03772		175	5a9b011875daaa18236f51a8	PDB	1	175	1.0	5lj3			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=5lj3&provider=pdb
Q03772		175	5a9b08b675daaa054ca0aeb0	PDB	1	175	1.0	5mq0			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=5mq0&provider=pdb
Q03772		175	5a9b0a0b75daaa1a4781770b	PDB	1	175	1.0	5gm6			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=5gm6&provider=pdb
Q03772		175	5a9b0d8e75daaa47c2729d4d	PDB	1	175	1.0	6bk8			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=6bk8&provider=pdb
Q03772		175	5a9b1b2e75daaa04064985d6	PDB	1	175	1.0	5wsg			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=5wsg&provider=pdb
Q03772		175	5a9b20bc75daaa52372af7e3	PDB	1	175	1.0	5gmk			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=5gmk&provider=pdb
Q03772		175	5a9b264975daaa1f9be55316	PDB	1	175	1.0	6exn			https://swissmodel.expasy.org/repository/uniprot/Q03772.pdb?from=1&to=175&template=6exn&provider=pdb
Q03774		444	5ad58d76573f20a92b72a527	SWISSMODEL	2	436	0.97972972973	2vdu.1.A	-1.5592615401	0.7183977549	https://swissmodel.expasy.org/repository/uniprot/Q03774.pdb?from=2&to=436&template=2vdu.1.A&provider=swissmodel
Q03774		444	5a9afd0175daaa607e48fff4	PDB	1	444	1.0	2vdu			https://swissmodel.expasy.org/repository/uniprot/Q03774.pdb?from=1&to=444&template=2vdu&provider=pdb
Q03776		544	5ad66a60a52be7ba7ebe524a	SWISSMODEL	2	540	0.990808823529	5uz5.1.D	-2.5720035607	0.6784314325	https://swissmodel.expasy.org/repository/uniprot/Q03776.pdb?from=2&to=540&template=5uz5.1.D&provider=swissmodel
Q03776		544	5a9b095e75daaa0f820f95bb	PDB	1	544	1.0	5uz5			https://swissmodel.expasy.org/repository/uniprot/Q03776.pdb?from=1&to=544&template=5uz5&provider=pdb
Q03778		218	5ad67542ad01f089b4c37cfe	SWISSMODEL	33	218	0.853211009174	1n08.2.A	-4.6593817252	0.5884511262	https://swissmodel.expasy.org/repository/uniprot/Q03778.pdb?from=33&to=218&template=1n08.2.A&provider=swissmodel
Q03780		787	5a80057114055028ab244e94	SWISSMODEL	633	673	0.0520965692503	2a4h.1.A	-5.8263063319	0.1374274996	https://swissmodel.expasy.org/repository/uniprot/Q03780.pdb?from=633&to=673&template=2a4h.1.A&provider=swissmodel
Q03782		492	5ad60053ad01f062f9fb8a5f	SWISSMODEL	45	293	0.506097560976	5uz5.1.G	-3.0633314712	0.647842814	https://swissmodel.expasy.org/repository/uniprot/Q03782.pdb?from=45&to=293&template=5uz5.1.G&provider=swissmodel
Q03782		492	5a9b095e75daaa0f820f95bb	PDB	1	492	1.0	5uz5			https://swissmodel.expasy.org/repository/uniprot/Q03782.pdb?from=1&to=492&template=5uz5&provider=pdb
Q03784		219	5ad67520ad01f089b4c37a06	SWISSMODEL	2	219	0.995433789954	3cue.1.A	-3.7049388686	0.6282336347	https://swissmodel.expasy.org/repository/uniprot/Q03784.pdb?from=2&to=219&template=3cue.1.A&provider=swissmodel
Q03784		219	5a9b17ef75daaa559c4227e4	PDB	1	219	1.0	3cue			https://swissmodel.expasy.org/repository/uniprot/Q03784.pdb?from=1&to=219&template=3cue&provider=pdb
Q03785		461	5ad5c2187f4bf939775d5199	SWISSMODEL	8	329	0.698481561822	4lfi.1.B	-4.9177947796	0.5889163238	https://swissmodel.expasy.org/repository/uniprot/Q03785.pdb?from=8&to=329&template=4lfi.1.B&provider=swissmodel
Q03786		193	5ad6d2b5eb80f7e804abb84f	SWISSMODEL	10	187	0.922279792746	3t61.1.A	-1.3824983484	0.7278301191	https://swissmodel.expasy.org/repository/uniprot/Q03786.pdb?from=10&to=187&template=3t61.1.A&provider=swissmodel
Q03790		475	5ad5d29eafa3584dfbd61bb0	SWISSMODEL	247	355	0.229473684211	5uaz.1.A	-1.6729858067	0.7132835133	https://swissmodel.expasy.org/repository/uniprot/Q03790.pdb?from=247&to=355&template=5uaz.1.A&provider=swissmodel
Q03790		475	5a9b02f975daaa38f5632a60	PDB	401	448	0.101052631579	3w3y			https://swissmodel.expasy.org/repository/uniprot/Q03790.pdb?from=401&to=448&template=3w3y&provider=pdb
Q03790		475	5a9b04e475daaa4f11c91197	PDB	247	355	0.229473684211	5uaz			https://swissmodel.expasy.org/repository/uniprot/Q03790.pdb?from=247&to=355&template=5uaz&provider=pdb
Q03792		727	5ad7816f7f4bf9a2520f6ae4	SWISSMODEL	106	446	0.469050894085	1qxp.2.A	-4.8772514463	0.5977803952	https://swissmodel.expasy.org/repository/uniprot/Q03792.pdb?from=106&to=446&template=1qxp.2.A&provider=swissmodel
Q03796		238	5ad62fcda52be72d9967cfb2	SWISSMODEL	10	238	0.96218487395	3u7e.1.A	-3.3627544555	0.6389955991	https://swissmodel.expasy.org/repository/uniprot/Q03796.pdb?from=10&to=238&template=3u7e.1.A&provider=swissmodel
Q03798		255	5ad5f9d2ad01f072d50b625c	SWISSMODEL	111	235	0.490196078431	1uky.1.A	-1.2331966206	0.7216588018	https://swissmodel.expasy.org/repository/uniprot/Q03798.pdb?from=111&to=235&template=1uky.1.A&provider=swissmodel
Q03799		155	5ad79376a52be76c6d8bce70	SWISSMODEL	2	155	0.993548387097	5mrc.47.A	0.0648183359	0.7868072869	https://swissmodel.expasy.org/repository/uniprot/Q03799.pdb?from=2&to=155&template=5mrc.47.A&provider=swissmodel
Q03818		150	5ad7ae75afa3582a61dbbb55	SWISSMODEL	55	142	0.586666666667	3a7p.1.A	0.927100701	0.8273215568	https://swissmodel.expasy.org/repository/uniprot/Q03818.pdb?from=55&to=142&template=3a7p.1.A&provider=swissmodel
Q03818		150	5a9af9ee75daaa340fef76a4	PDB	1	46	0.306666666667	3w1s			https://swissmodel.expasy.org/repository/uniprot/Q03818.pdb?from=1&to=46&template=3w1s&provider=pdb
Q03818		150	5a9b24ce75daaa0b0b1133ab	PDB	1	46	0.306666666667	2dym			https://swissmodel.expasy.org/repository/uniprot/Q03818.pdb?from=1&to=46&template=2dym&provider=pdb
Q03818		150	5a9b26f275daaa25837c75cf	PDB	50	123	0.493333333333	3a7o			https://swissmodel.expasy.org/repository/uniprot/Q03818.pdb?from=50&to=123&template=3a7o&provider=pdb
Q03818		150	5a9b27ed75daaa39086402cd	PDB	1	57	0.38	2dyo			https://swissmodel.expasy.org/repository/uniprot/Q03818.pdb?from=1&to=57&template=2dyo&provider=pdb
Q03818		150	5a9b286a75daaa3e7a40cc8a	PDB	1	150	1.0	3a7p			https://swissmodel.expasy.org/repository/uniprot/Q03818.pdb?from=1&to=150&template=3a7p&provider=pdb
Q03823		816	5ad7ec12262325271ef5a3c3	SWISSMODEL	245	366	0.149509803922	1qbg.1.A	-4.9220931269	0.5221569923	https://swissmodel.expasy.org/repository/uniprot/Q03823.pdb?from=245&to=366&template=1qbg.1.A&provider=swissmodel
Q03824		705	5ad7672a1405505fdde5dd0a	SWISSMODEL	368	397	0.0425531914894	3cwx.1.A	-2.3378874525	0.5064548606	https://swissmodel.expasy.org/repository/uniprot/Q03824.pdb?from=368&to=397&template=3cwx.1.A&provider=swissmodel
Q03825		758	5ad7aa67afa358b9a20a93c6	SWISSMODEL	51	83	0.0435356200528	1uuj.1.A	-1.495900963	0.7000598329	https://swissmodel.expasy.org/repository/uniprot/Q03825.pdb?from=51&to=83&template=1uuj.1.A&provider=swissmodel
Q03833		894	5ad85158140550394f77646c	SWISSMODEL	4	310	0.343400447427	3opt.1.A	-2.6300803613	0.6799747795	https://swissmodel.expasy.org/repository/uniprot/Q03833.pdb?from=4&to=310&template=3opt.1.A&provider=swissmodel
Q03833		894	5ad85159140550394f776470	SWISSMODEL	5	338	0.373601789709	5f5i.1.A	-4.6619013469	0.6067589747	https://swissmodel.expasy.org/repository/uniprot/Q03833.pdb?from=5&to=338&template=5f5i.1.A&provider=swissmodel
Q03834		1242	5ac9663a7f4bf9b90edf5e0d	SWISSMODEL	309	1169	0.693236714976	1fw6.1.C	-4.2467364094	0.6134113114	https://swissmodel.expasy.org/repository/uniprot/Q03834.pdb?from=309&to=1169&template=1fw6.1.C&provider=swissmodel
Q03834		1242	5ac9663b7f4bf9b90edf5e11	SWISSMODEL	269	1171	0.727053140097	2o8e.1.D	-2.6353692636	0.6722294711	https://swissmodel.expasy.org/repository/uniprot/Q03834.pdb?from=269&to=1171&template=2o8e.1.D&provider=swissmodel
Q03834		1242	5ac9663c7f4bf9b90edf5e15	SWISSMODEL	432	1168	0.593397745572	5akc.1.A	-4.0367305079	0.6210769515	https://swissmodel.expasy.org/repository/uniprot/Q03834.pdb?from=432&to=1168&template=5akc.1.A&provider=swissmodel
Q03834		1242	5ac9663d7f4bf9b90edf5e19	SWISSMODEL	432	1170	0.59500805153	5akc.1.A	-4.2822927007	0.6121134349	https://swissmodel.expasy.org/repository/uniprot/Q03834.pdb?from=432&to=1170&template=5akc.1.A&provider=swissmodel
Q03835		250	5ad60b5beb80f7a30f9beb59	SWISSMODEL	7	208	0.808	4tw5.1.A	-3.6143852826	0.635080623	https://swissmodel.expasy.org/repository/uniprot/Q03835.pdb?from=7&to=208&template=4tw5.1.A&provider=swissmodel
Q03835		250	5ad60b5beb80f7a30f9beb5d	SWISSMODEL	2	113	0.448	3d6i.1.A	0.2330803467	0.805542997	https://swissmodel.expasy.org/repository/uniprot/Q03835.pdb?from=2&to=113&template=3d6i.1.A&provider=swissmodel
Q03835		250	5ad60b5beb80f7a30f9beb61	SWISSMODEL	2	223	0.888	1j08.1.A	-3.5489661372	0.6350735871	https://swissmodel.expasy.org/repository/uniprot/Q03835.pdb?from=2&to=223&template=1j08.1.A&provider=swissmodel
Q03835		250	5ad60b5beb80f7a30f9beb65	SWISSMODEL	4	222	0.876	3wt1.1.A	-3.8029313484	0.6254653294	https://swissmodel.expasy.org/repository/uniprot/Q03835.pdb?from=4&to=222&template=3wt1.1.A&provider=swissmodel
Q03835		250	5a9b1d1d75daaa1fc50ea51b	PDB	2	113	0.448	3d6i			https://swissmodel.expasy.org/repository/uniprot/Q03835.pdb?from=2&to=113&template=3d6i&provider=pdb
Q03855	Q03855-1	1755	5903a39bd823cc9f88ce8a1f	SWISSMODEL	636	837	0.1150997151	3s3n.1.A	-3.5094352168	0.6394034209	https://swissmodel.expasy.org/repository/uniprot/Q03855.pdb?from=636&to=837&template=3s3n.1.A&provider=swissmodel
Q03856	Q03856-1	440	5ad5809a7f4bf96af538e1db	SWISSMODEL	212	318	0.243181818182	3tm9.1.A	-3.6606681377	0.6330221337	https://swissmodel.expasy.org/repository/uniprot/Q03856.pdb?from=212&to=318&template=3tm9.1.A&provider=swissmodel
Q03862		593	5ad6aec7c730d4168cc2b4a5	SWISSMODEL	2	580	0.976391231029	5apn.1.i	-2.8477065126	0.6641204072	https://swissmodel.expasy.org/repository/uniprot/Q03862.pdb?from=2&to=580&template=5apn.1.i&provider=swissmodel
Q03862		593	5a9afa0975daaa3a2319972c	PDB	1	593	1.0	5jcs			https://swissmodel.expasy.org/repository/uniprot/Q03862.pdb?from=1&to=593&template=5jcs&provider=pdb
Q03862		593	5a9afb6a75daaa47a8001e41	PDB	1	593	1.0	3jct			https://swissmodel.expasy.org/repository/uniprot/Q03862.pdb?from=1&to=593&template=3jct&provider=pdb
Q03862		593	5a9b18c075daaa600670f64f	PDB	1	593	1.0	4v7f			https://swissmodel.expasy.org/repository/uniprot/Q03862.pdb?from=1&to=593&template=4v7f&provider=pdb
Q03862		593	5a9b25f675daaa1aa742f7c9	PDB	1	593	1.0	5apn			https://swissmodel.expasy.org/repository/uniprot/Q03862.pdb?from=1&to=593&template=5apn&provider=pdb
Q03862		593	5a9b276875daaa2c369d9d8c	PDB	1	593	1.0	5apo			https://swissmodel.expasy.org/repository/uniprot/Q03862.pdb?from=1&to=593&template=5apo&provider=pdb
Q03862		593	5acf237675daaa4b21467076	PDB	1	593	1.0	6ft6			https://swissmodel.expasy.org/repository/uniprot/Q03862.pdb?from=1&to=593&template=6ft6&provider=pdb
Q03868		1245	59ccd862c730d484601f25d9	SWISSMODEL	490	614	0.100401606426	2dtc.1.A	-4.7711759551	0.5284696461	https://swissmodel.expasy.org/repository/uniprot/Q03868.pdb?from=490&to=614&template=2dtc.1.A&provider=swissmodel
Q03879		124	5ad854a4140550171359abef	SWISSMODEL	4	29	0.209677419355	1zsz.2.B	-1.6019754472	0.5895971348	https://swissmodel.expasy.org/repository/uniprot/Q03879.pdb?from=4&to=29&template=1zsz.2.B&provider=swissmodel
Q03897		1148	5ac92356ad01f077012db1a0	SWISSMODEL	23	342	0.278745644599	5k1a.2.B	-4.9936062227	0.5876888823	https://swissmodel.expasy.org/repository/uniprot/Q03897.pdb?from=23&to=342&template=5k1a.2.B&provider=swissmodel
Q03897		1148	5ac92356ad01f077012db1a4	SWISSMODEL	24	342	0.27787456446	5i2t.1.A	-4.8325870685	0.5961230293	https://swissmodel.expasy.org/repository/uniprot/Q03897.pdb?from=24&to=342&template=5i2t.1.A&provider=swissmodel
Q03897		1148	5ac92356ad01f077012db1a8	SWISSMODEL	23	340	0.277003484321	4zn4.1.A	-4.9864169056	0.5887930007	https://swissmodel.expasy.org/repository/uniprot/Q03897.pdb?from=23&to=340&template=4zn4.1.A&provider=swissmodel
Q03899		556	59caba9cc730d4b3b9434b94	SWISSMODEL	257	366	0.197841726619	1io0.1.A	-4.9637536669	0.5344673587	https://swissmodel.expasy.org/repository/uniprot/Q03899.pdb?from=257&to=366&template=1io0.1.A&provider=swissmodel
Q03900		495	5ad606c4573f2072f8b1419a	SWISSMODEL	27	132	0.214141414141	5bxh.1.A	-4.6193295631	0.615372498	https://swissmodel.expasy.org/repository/uniprot/Q03900.pdb?from=27&to=132&template=5bxh.1.A&provider=swissmodel
Q03919		77	5ac9a388c730d430d744ef66	SWISSMODEL	1	76	0.987012987013	2n7k.1.A	-1.9814763054	0.6593037875	https://swissmodel.expasy.org/repository/uniprot/Q03919.pdb?from=1&to=76&template=2n7k.1.A&provider=swissmodel
Q03920		221	5ad66a38a52be7ba7ebe4efb	SWISSMODEL	9	210	0.914027149321	2fca.1.A	-4.3409320099	0.605154823	https://swissmodel.expasy.org/repository/uniprot/Q03920.pdb?from=9&to=210&template=2fca.1.A&provider=swissmodel
Q03921		1698	5a52362d7aaa0d1242449cc2	SWISSMODEL	20	195	0.103651354535	2qk1.1.A	-4.5605824075	0.5803992049	https://swissmodel.expasy.org/repository/uniprot/Q03921.pdb?from=20&to=195&template=2qk1.1.A&provider=swissmodel
Q03935		383	5ad4fcdba52be751ca1cc77c	SWISSMODEL	235	383	0.389033942559	4k1p.1.A	-1.5547610689	0.7050676413	https://swissmodel.expasy.org/repository/uniprot/Q03935.pdb?from=235&to=383&template=4k1p.1.A&provider=swissmodel
Q03935		383	5ad4fcdba52be751ca1cc780	SWISSMODEL	249	375	0.331592689295	6f6p.1.A	-2.3449874483	0.6629527947	https://swissmodel.expasy.org/repository/uniprot/Q03935.pdb?from=249&to=375&template=6f6p.1.A&provider=swissmodel
Q03935		383	5ad4fcdca52be751ca1cc784	SWISSMODEL	235	342	0.281984334204	4o9y.1.A	-2.1473440136	0.6791355482	https://swissmodel.expasy.org/repository/uniprot/Q03935.pdb?from=235&to=342&template=4o9y.1.A&provider=swissmodel
